1725159840364,100
1725160321354,110
1725160336628,121
1725160360263,129
1725160366210,140
1725160372588,153
1725160383234,161
1725160390986,176
1725160396845,188
1725160404022,198
1725160413003,209
1725160419633,215
1725160491042,230
1725160495724,241
1725160603924,181
1725160811372,187
1725161032956,287
1725161122419,317
1725161139276,327
1725161150738,336
1725161207942,136
1725161241592,636
1725161523260,736
1725162296372,791
1725162378419,811
1725162538402,831
1725162544434,842
1725162671061,992
1725163233081,692
1725163246537,492
1725164234353,525
1725164240809,559
1725164246738,572
1725164299302,580
1725164309542,592
1725164318801,603
1725164328326,611
1725164345437,631
1725164405747,648
1725164413552,658
1725164451929,681
1725164470815,693
1725164479140,708
1725164491279,724
1725164571316,735
1725164579799,753
1725164597223,773
1725164605986,787
1725164609992,805
1725164615812,815
1725164641636,850
1725164709488,855
1725164894372,872
1725165033812,890
1725165170536,921
1725165513793,621
1725165521806,591
1725165564251,391
1725168688889,404
1725169266394,420
1725169508635,433
1725169593637,444
1725169610125,453
1725169626867,470
1725169678632,481
1725169889395,488
1725169900689,519
1725169907176,528
1725170479663,538
1725171502616,528
1725171554668,478
1725171712141,678
1725171861488,978
1725171875055,778
1725171924835,578
1725171992764,728
1725172583382,928
1725172667839,918
1725172751884,930
1725172760918,946
1725172770266,958
1725172828115,991
1725172838268,1003
1725172842353,1010
1725172907804,1027
1725172914435,1037
1725172949413,1137
1725173362262,1132
1725173465858,1632
1725173488939,1332
1725173564875,1032
1725173866862,932
1725174395401,961
1725174407469,967
1725174416101,977
1725174424254,988
1725174431470,1008
1725174435835,1019
1725174444688,1034
1725174450006,1053
1725174459457,1080
1725174469317,1092
1725174476272,1107
1725174585803,1207
1725175306223,1107
1725175543333,1120
1725175605182,1179
1725176581116,1159
1725176600727,1359
1725202675370,1059
1725202720099,759
1725203180303,1359
1725207083978,1559
1725207219887,1759
1725207285117,1739
1725207306630,1789
1725207423064,1689
1725207455357,1089
1725207466348,989
1725207592526,1009
1725207600985,1030
1725207642607,1042
1725207653679,1055
1725207666829,1062
1725207673315,1074
1725207678109,1083
1725207687203,1097
1725207765493,1127
1725207778835,1139
1725207866476,1165
1725207882102,1184
1725207917990,1204
1725207941043,1221
1725208000450,1251
1725208006905,1280
1725208065779,1290
1725208073660,1320
1725208108602,1335
1725208188775,1371
1725208206686,1396
1725208216156,1420
1725208251248,1443
1725208261989,1461
1725208292169,1483
1725208300650,1514
1725208311469,1528
1725208317232,1542
1725208325507,1569
1725208391956,569
1725208813454,669
1725208891866,869
1725209415768,779
1725209533750,790
1725209542682,808
1725209555861,819
1725209570487,900
1725209579504,917
1725209593051,946
1725209609886,984
1725209620406,1022
1725209643258,1049
1725209659865,1098
1725209672616,1117
1725209678857,1134
1725209687979,1148
1725209724817,1168
1725209751975,1197
1725209772054,1209
1725209777979,1224
1725209783290,1255
1725209813118,1271
1725209844268,1291
1725209860468,1313
1725209870885,1338
1725209876142,1358
1725209940460,1377
1725209958587,1389
1725209971757,1402
1725210054852,1502
1725210216590,1518
1725210246786,1541
1725210255952,1558
1725210262372,1573
1725210269045,1586
1725210283976,1611
1725210335897,1623
1725210341507,1638
1725210347145,1647
1725210358959,1667
1725210366159,1674
1725210370059,1685
1725210396862,1785
1725212339079,1485
1725212402483,1185
1725212427466,885
1725212473149,585
1725212498757,285
1725268653459,286
1725268738069,486
1725269284089,496
1725269289191,525
1725269377507,549
1725269387778,569
1725269395064,595
1725269657091,622
1725269675292,634
1725269681552,680
1725269699086,704
1725269723144,730
1725269739082,757
1725269833912,782
1725269872490,802
1725269889558,825
1725269897647,846
1725269927825,868
1725269939705,896
1725270013905,921
1725270019672,948
1725270215417,958
1725270299900,980
1725270318494,480
1725270392025,500
1725270410182,517
1725270418411,530
1725270437207,556
1725270441958,580
1725270450368,601
1725270459791,649
1725270466119,672
1725270475217,697
1725270512332,738
1725270521833,768
1725270541875,788
1725270718867,817
1725270743659,827
1725270781971,843
1725270793993,864
1725270820140,884
1725270858769,933
1725270894617,960
1725272585962,955
1725273428847,994
1725273544871,494
1725273581931,521
1725273585960,544
1725273591312,564
1725341110365,664
1725342699651,514
1725342750683,525
1725342755994,541
1725342761253,568
1725342763337,583
1725342789255,608
1725342820944,645
1725342838945,651
1725342844471,663
1725345685126,673
1725345727672,698
1725345753911,729
1725345762135,748
1725345766436,781
1725345771133,797
1725345814310,845
1725345822863,873
1725345831467,911
1725345842100,926
1725345849353,943
1725345854297,966
1725345894892,984
1725345917107,1004
1725345923722,1025
1725345928239,1048
1725345935899,1065
1725348851363,65
1725349075249,165
1725349118152,171
1725349125653,179
1725349135980,187
1725349182095,214
1725349201829,234
1725349207887,260
1725349212736,290
1725349244025,300
1725349252963,312
1725349259158,332
1725349277010,432
1725349573892,362
1725349678618,462
1725349690098,562
1725349696610,662
1725349700407,762
1725349703959,862
1725349708915,962
1725349713504,1062
1725349722223,1162
1725349727043,1262
1725349732248,1362
1725349740935,1462
1725349746096,1562
1725349751480,1662
1725349755768,1762
1725349760002,1862
1725349764496,1962
1725349769619,2062
1725349775103,2162
1725349779649,2262
1725349784228,2362
1725349792820,2462
1725349797075,2562
1725349801833,2662
1725349806215,2762
1725349809853,2862
1725349813343,2962
1725349817600,3062
1725349822190,3162
1725349828061,3262
1725349832995,3362
1725349837996,3462
1725349842664,3562
1725349904784,3062
1725350313119,1562
1725350456472,62
1725391932977,76
1725391991424,95
1725392029750,112
1725392039911,136
1725392066175,169
