1725160775964,100
1725160963841,114
1725161021866,129
1725161031573,136
1725161328972,116
1725161490668,135
1725161562391,235
1725161677406,735
1725161780393,635
1725162630806,648
1725162650679,663
1725162665952,676
1725162727928,691
1725162766745,702
1725162777932,715
1725162793706,720
1725162844069,732
1725192049912,880
1725192112803,896
1725192151309,908
1725192196353,926
1725192282376,933
1725195101119,952
1725195571055,930
1725195635807,936
1725199159887,963
1725199677216,953
1725199714207,903
1725200038953,914
1725200066457,926
1725200183650,938
1725200219504,952
1725200324683,971
1725200640715,921
1725201017348,1121
1725201091055,1106
1725201460704,1206
1725201613187,1006
1725201679501,1156
1725201722992,1136
1725201806161,1131
1725201896415,1231
1725201914760,1281
1725202181239,1481
1725202248311,1331
1725202261196,1131
1725202270941,1031
1725232350178,981
1725232723903,993
1725232792862,1008
1725232836399,1014
1725232915010,1034
1725232944814,1049
1725232949981,1061
1725233294865,761
1725233462702,661
1725233621831,811
1725233832252,611
1725234613320,811
1725234668632,821
1725234677538,826
1725234689579,838
1725234733274,846
1725234768990,861
1725234784706,872
1725234803049,890
1725234814479,903
1725235652874,1203
1725235676661,1403
1725235682046,1503
1725235758026,1603
1725238134751,1543
1725238614866,1453
1725238665563,1653
1725239252045,1853
1725239335303,1883
1725239368258,1894
1725239375080,1923
1725240689626,1423
1725240775758,1449
1725240868688,1473
1725268166567,1499
1725268170215,1519
1725268200655,1535
1725268210867,1564
1725268342645,1577
1725270011107,1604
1725270339357,1617
1725270615316,1643
1725272890785,1843
1725273571350,1854
1725278107124,1864
1725278126893,1883
1725278132135,1898
1725278151826,1915
1725300900040,915
1725300927059,885
1725301052665,1085
1725301331025,935
1725301364767,735
1725301580078,685
1725301649890,785
1725301657005,885
1725301663385,985
1725301668766,1085
1725301675027,1185
1725301683063,1285
1725301689683,1385
1725301696064,1485
1725301709084,1585
1725302757733,1685
1725302765197,1785
1725302773436,1885
1725302825432,1985
1725302831006,2085
1725302837713,2185
1725302849577,2285
1725302871186,2385
1725302877156,2485
1725302883105,2585
1725302888023,2685
1725302892354,2785
1725302897011,2885
1725302901889,2985
1725302908072,3085
1725302913093,3185
1725302981840,2685
1725303131712,2701
1725303208533,2718
1725303272311,2734
1725303292314,2748
1725303389481,2759
1725303459161,2779
1725303586081,2279
1725304354897,2290
1725304507121,2303
1725304522494,2319
1725308231439,2019
1725308302043,2029
1725308424517,2044
1725308448126,2060
1725308465407,2069
1725308474506,2086
1725308486754,2106
1725308509061,2119
1725309959164,2132
1725310064230,2154
1725310187843,1854
1725397224426,11854
