1725160928000,100
1725161033132,120
1725161044304,128
1725161076966,139
1725161344809,119
1725161557701,125
1725161632178,225
1725161665134,125
1725161810040,625
1725162628160,635
1725162653439,648
1725162689021,654
1725162696701,659
1725162709706,668
1725162717944,678
1725162736082,687
1725162805418,694
1725162813772,704
1725162820450,715
1725166227597,415
1725166377109,115
1725167369245,95
1725167462640,85
1725167591827,65
1725167680207,125
1725167729421,95
1725167814507,185
1725167850918,0
1725168001871,100
1725168073608,50
1725168182125,0
1725188976067,47
1725190259766,37
1725198182409,30
1725198299362,10
1725198425546,5
1725198543383,1
1725198627609,11
1725257708820,226
1725258985762,274
1725259039126,285
1725259063612,309
1725260349821,338
1725260444890,349
1725260471703,361
1725260672377,311
1725260832172,341
1725261936118,338
1725263302366,538
1725265290122,562
1725265297662,589
1725265934638,739
1725266191109,639
1725266839116,789
1725267152666,989
1725267328544,1089
1725267449853,1079
1725267606748,1179
1725267654795,1279
1725269909060,1229
1725270601391,1269
1725270692998,769
1725394070025,492
